"marker","chr","pos","lod"
"8_9483316","8",30.347032,0.362197987801665
"8_9585235","8",31.992033,0.404576666939192
"8_9702346","8",32.191034,0.369853039117515
"8_10146498","8",34.226035,0.407428675730898
"8_10735044","8",35.950536,0.398093402377299
"8_10545513","8",35.950537,0.398093421435306
"8_10993976","8",37.809038,0.324520116813346
"8_10850929","8",38.210039,0.324522305356822
"8_11082356","8",38.56104,0.385098045789846
"8_11215366","8",38.610541,0.333779070299897
"c8.loc40","8",40,0.362929027701284
"8_11435234","8",40.081042,0.363266733474347
"8_11544717","8",40.430043,0.295761080949205
"8_11773246","8",41.386044,0.245644658378751
"8_11650720","8",43.021545,0.245472137230763
"8_11992421","8",43.171546,0.238745452043077
"8_12251683","8",44.390547,0.245247610989736
"8_12336402","8",44.490048,0.13168740074957
"8_12843847","8",44.941049,0.0857248976549272
"8_12950516","8",44.99105,0.158664369268763
"8_13104592","8",45.949551,0.261340255740151
"8_13261367","8",46.250052,0.376308340641799
"8_13482645","8",47.210053,0.375526470035538
"8_13582202","8",47.309554,0.374888727589905
"8_13823480","8",48.117055,0.368630789595045
"8_13705893","8",48.117056,0.368630795115678
"8_14401501","8",49.173557,0.989277015634116
"8_13885816","8",49.875058,0.989292671365774
"c8.loc50","8",50,0.989242544642593
"8_14233651","8",52.848559,0.961677772622124
"8_14700208","8",53.45306,0.930515416110211
"8_14638681","8",54.156061,0.859742767794614
"8_15245498","8",54.507062,0.68374192547617
"8_14881905","8",55.566063,0.660289141769454
"8_14968234","8",56.673564,0.667718173343928
"8_15158961","8",56.823065,0.89583001592473
"8_15413080","8",56.922566,0.802492683394576
"8_15673111","8",56.972567,0.88676312063285
"8_15761184","8",57.423568,0.866492452769307
"8_16151298","8",57.723069,1.00218554952585
"8_15917624","8",57.72307,1.00218549940928
"8_16282470","8",57.923071,1.0790086970328
"8_16821914","8",58.829072,1.30327996977644
"8_17355913","8",58.979073,0.895314422999036
"8_17921592","8",59.178574,1.27291007206213
"c8.loc60","8",60,1.11101512691403
"8_19107704","8",60.083075,1.09828287383652
"8_19310146","8",60.183076,1.00253726031679
"8_19745123","8",62.244577,1.09883408421888
"8_19687962","8",62.244578,1.0988340671197
"8_20006189","8",62.344079,0.797287570183471
"8_20316557","8",62.69408,0.654007047610094
"8_20100013","8",62.843081,0.651278813750196
"8_20732778","8",62.893082,0.552590386981137
"8_20544048","8",62.893083,0.55259038519398
"8_20838429","8",63.042584,0.521698395896692
"8_20966593","8",63.647085,0.678701319747461
"8_21172946","8",63.998086,0.618829376529447
"8_21436766","8",64.248087,0.724932497344298
"8_21332630","8",64.248088,0.724932480823099
"8_21621683","8",64.297589,0.750133902553216
"8_22251587","8",64.44759,0.677766584341043
"8_22064560","8",64.798091,0.642388280826026
"c8.loc70","8",70,0.654684975166219
"8_22506234","8",76.914092,0.669891393901935
"c8.loc80","8",80,0.758096018524384
"8_22142275","8",80.245093,0.761809742602736
"8_21969721","8",85.012594,0.778937530137455
"9_893002","9",0,0.70003096863752
"c9.loc10","9",10,0.825074693913393
"9_226145","9",13.637001,0.936072306195001
"9_301541","9",14.808502,0.972912948171597
"9_516308","9",14.908003,0.90366014366964
"9_618812","9",15.408504,0.952765846208194
"9_739923","9",19.101005,1.0477592556706
"c9.loc20","9",20,0.990209290930352
"9_813785","9",23.833006,0.754320570960317
"9_1407687","9",24.900507,0.888856864331274
"9_1464217","9",25.301508,1.03765417960199
"9_1305204","9",25.451009,1.02570752375004
"9_1575241","9",25.90301,1.03773643314958
"9_1648912","9",26.403511,0.947107750491796
"9_2008333","9",26.553012,0.972597003617693
"9_2133495","9",28.225513,0.950241203942369
"c9.loc30","9",30,0.95479188288482
"9_2249377","9",31.374014,0.956258769718943
"9_2302342","9",32.328015,1.04594538600895
"9_2391752","9",32.428016,0.959476868417823
"9_2474475","9",32.627517,0.956828141479491
"9_2539091","9",33.790518,0.788662993727939
"9_3600480","9",37.326519,0.635949329650202
"c9.loc40","9",40,0.789077972925497
"9_4085999","9",41.01902,0.848795126963523
"9_4242318","9",42.129521,0.919070111927567
"9_4138989","9",43.828022,0.681440254592871
"9_6446554","9",46.171523,0.647406166512837
"9_4911190","9",46.572524,0.352899423103509
"9_5500102","9",46.822525,0.67355971082884
"9_5566204","9",47.123026,0.533310293439854
"c9.loc50","9",50,0.57058398445497
"9_5920608","9",52.033027,0.606432890258702
"9_6523189","9",52.485028,0.498634885113006
"9_5785960","9",53.294029,0.489846425903806
"9_6602203","9",53.59403,0.828360825784102
"9_6717488","9",54.300531,0.668197362553428
"9_7340587","9",55.255532,1.25585136785003
"9_7476640","9",55.906533,1.23165020185616
"9_7533649","9",57.733034,1.11153292111271
"9_7133530","9",59.261035,1.06636949319454
"c9.loc60","9",60,1.14916086939752
"9_8899256","9",62.309536,1.33464822905194
"9_9426423","9",65.229537,0.919759046589434
"9_9574105","9",66.038538,0.923844686876009
"9_13086190","9",67.158039,1.0395645572346
"9_13197248","9",68.31554,0.69884080612519
"9_13400197","9",68.615541,0.7526991732027
"9_13689984","9",68.715042,0.777918441494421
"9_13760891","9",68.864543,0.631720116016595
"9_16094913","9",68.964044,0.419283069888024
"9_17042572","9",69.164045,0.434066756789207
"9_18463570","9",69.870046,0.327428001845874
"c9.loc70","9",70,0.32844554289386
"9_18628859","9",71.245547,0.34010900518615
"9_19000027","9",71.747548,0.232745463791389
"9_19072322","9",71.847049,0.233675390269127
"9_19148103","9",71.89705,0.196886943427899
"9_19317456","9",72.196051,0.235815985739237
"9_20127590","9",73.894052,0.244324999393484
"9_20989379","9",74.243553,0.383218041608188
"9_17005889","9",74.393054,0.699247364948633
"9_20042224","9",74.543055,0.96660924146704
"9_19944895","9",75.043056,0.933859093004003
"9_22838327","9",79.734557,0.723748081573376
"c9.loc80","9",80,0.698836469701519
"9_6990766","9",88.669058,0.143869462957809
"10_6654857","10",0,0.617832640985171
"10_6333960","10",3.621501,0.898977997613883
"10_4207807","10",6.870002,1.03404796649124
"10_4503995","10",7.674003,1.22041112092529
"c10.loc10","10",10,0.748062878564269
"10_423938","10",15.196004,0.19191985179441
"c10.loc20","10",20,0.148698615580997
"c10.loc30","10",30,0.140237959885781
"10_874103","10",35.600005,0.180440978778506
"10_370298","10",37.401506,0.191985697350674
"10_241961","10",37.451007,0.190496745816745
"10_508428","10",37.852008,0.183612468859337
"10_1013557","10",38.202509,0.0857319655158335
"10_1111687","10",38.70251,0.256725027131324
"10_1174215","10",38.802011,0.211006169956136
"10_1430660","10",39.152012,0.210093167832383
"10_1265993","10",39.402013,0.230758223022804
"c10.loc40","10",40,0.19182952449637
"10_2600993","10",43.552514,0.0256230995175883
"10_2803328","10",48.653015,0.0452179219091704
"c10.loc50","10",50,0.284769756721744
"10_3540296","10",51.328516,0.657244185202217
"10_3690372","10",59.982017,1.07858765184665
"c10.loc60","10",60,1.08212158847891
"10_4623373","10",62.001518,1.46713266812685
"10_4427721","10",62.051519,1.46713316326191
"10_4847719","10",63.48502,1.50168988772771
"10_4950540","10",64.086021,1.8680675361818
"10_5381836","10",66.801022,1.83456187682123
"10_5618563","10",67.252523,1.5835759128754
"10_6030347","10",67.702024,1.52916519391806
"10_6111686","10",67.852025,1.49034805733845
"10_6200947","10",67.951526,1.51394079780971
"10_6407241","10",68.151527,1.52725267484561
"10_6523776","10",68.301028,1.53032291224895
"10_6732153","10",68.400529,1.52656932444756
"10_7345058","10",69.10253,1.37066027136302
"10_7398537","10",69.352531,1.47123234518403
"10_7537254","10",69.802532,1.86211323126463
"c10.loc70","10",70,1.9392324007033
"10_7930703","10",70.102533,1.97176148972903
"10_8038057","10",70.252034,1.97051319005186
"10_8422060","10",70.702035,2.33692044049963
"10_8299491","10",70.951036,2.15700020041254
"10_8528547","10",71.151037,1.96951652078087
"10_8787351","10",71.350538,1.95605039662428
"10_8893209","10",71.600039,2.21039265828153
"10_9014261","10",72.05004,2.23790831427618
"10_9215683","10",72.601541,2.24335589714724
"10_9467495","10",72.851542,2.23634922860856
"10_10237641","10",74.117043,1.36398845025315
"10_10334806","10",74.873044,1.16350633149682
"10_10475020","10",75.022545,1.18598775176088
"10_10653854","10",75.522546,1.37047289121892
"10_10547760","10",75.622047,1.40991882004619
"10_10923726","10",75.872048,1.35059748394633
"10_11157943","10",76.623549,1.11570675258531
"10_11353255","10",76.77355,1.04842385281927
"10_11408804","10",77.275051,1.04829240480331
"10_11919133","10",77.575552,0.969633748976094
"10_11863766","10",78.434053,0.970483883172847
"10_12409898","10",78.634054,1.09395050527064
"10_12605914","10",78.883555,1.18170463401839
"10_13394270","10",79.787056,1.24693707939832
"c10.loc80","10",80,1.3224576481357
"10_14200734","10",81.047557,1.6580832840034
"10_15601492","10",86.054558,1.11064748047443
"10_15747189","10",86.405559,1.1312921559188
"10_16851267","10",89.01956,1.65522443036798
"c10.loc90","10",90,1.73838057363741
"10_20553231","10",93.243061,1.67068600516382
"10_21059800","10",93.392562,1.70614298736882
"10_21760871","10",93.895063,1.5130137591841
"c10.loc100","10",100,1.27096857664992
"10_17170708","10",103.624564,0.939827112041939
"10_19292145","10",105.564565,0.81202552645459
"10_23440244","10",107.263066,0.701655229305288
"11_46057","11",0,0.390823248163088
"11_255751","11",0.757501,0.516382554226311
"11_386863","11",5.342502,0.552672552959166
"11_691194","11",7.308503,0.91008667249821
"11_1117973","11",9.599504,0.974552474267739
"11_1183569","11",9.749005,1.16633301219986
"11_1672438","11",9.949006,1.36348947026499
"c11.loc10","11",10,1.35787196574006
"11_1442687","11",11.647507,1.17207226227106
"11_2065555","11",12.405008,0.843113876150255
"11_1857249","11",13.209509,0.819077179961823
"11_1985173","11",13.40951,0.93148163150704
"11_2216980","11",13.609511,0.969324046035808
"11_2406678","11",15.765012,1.074460807278
"11_2515310","11",16.115513,1.18664332509479
"11_2737838","11",16.265514,1.19972308349952
"11_2808288","11",16.514515,1.17817405935898
"11_2977354","11",17.774516,0.912877738100406
"11_3112858","11",18.476517,1.11380792871114
"11_3189542","11",19.381018,0.867370638548664
"c11.loc20","11",20,0.922087051061681
"11_3263224","11",20.492519,0.960540362453685
"11_3395372","11",22.81252,0.827996539283276
"11_3938527","11",23.519021,0.589318654304861
"11_4000176","11",24.321522,0.699449730964261
"11_4081344","11",25.693023,0.669232762605816
"11_4254847","11",26.246524,0.678263872847538
"11_4359180","11",26.597025,0.585214869157653
"11_4501448","11",26.998526,0.712381182272566
"11_4657459","11",27.448027,0.603312561339862
"11_4833197","11",29.117528,0.349996104319644
"c11.loc30","11",30,0.320026822480713
"11_4899312","11",31.424529,0.255322031248852
"11_5215446","11",32.94403,0.18727641268697
"11_5534517","11",33.244031,0.118292836991031
"11_5465467","11",33.393532,0.094110642112355
"11_5357281","11",33.443533,0.0952011486251649
"11_5792931","11",34.771534,0.129638329523232
"11_6276211","11",35.632035,0.149183739891896
"11_6379656","11",37.408036,0.282529410041207
"11_6612094","11",38.217037,0.260778409819068
"11_6821881","11",38.616538,0.209331811196989
"11_6956387","11",38.916539,0.201416118514317
"11_7329819","11",39.21554,0.226802948953718
"11_7093931","11",39.465541,0.172505128236708
"11_7449768","11",39.867042,0.165978728567097
"11_7588838","11",39.966543,0.165167677552972
"c11.loc40","11",40,0.170337788666302
"11_7656746","11",40.669044,0.287933774673093
"11_7713575","11",40.818545,0.347658547684432
"11_8194452","11",41.886046,0.430629000188674
"11_8650142","11",43.301547,0.450843459465432
"11_9798821","11",46.311048,0.50761595527365
"11_10089836","11",46.611549,0.509823014686845
"11_12164303","11",48.65755,0.753400893697062
"11_13356997","11",49.568051,0.837941566411928
"11_14828475","11",49.667552,0.859058477597273
"11_13254270","11",49.717553,0.885570722872444
"c11.loc50","11",50,0.881761238414356
"11_16886199","11",50.774054,0.836360829691557
"11_17060668","11",51.425555,1.06749763003972
"11_17184199","11",51.575056,1.10646081064078
"11_17337960","11",51.625057,1.14686607557087
"11_17611360","11",52.529058,0.966204988317941
"11_17457569","11",52.529059,0.966204988316349
"11_17767859","11",52.92856,1.05117338911373
"11_17987786","11",53.733561,0.87116710318719
"11_18204712","11",54.994562,0.704859701669648
"11_18433819","11",55.848563,0.720695367658664
"11_18708021","11",57.632564,0.987179111381693
"11_18836141","11",58.435565,1.1359538676536
"11_18910740","11",58.786066,1.10646969785307
"11_19533500","11",59.487567,0.84753167901772
"11_19766239","11",59.987568,0.951271576142062
"c11.loc60","11",60,0.950632104375245
"11_19712713","11",66.211069,0.548773598454318
"12_173874","12",0,3.55513269974313
"12_115867","12",0.450001,3.5007671763401
"12_390468","12",0.550002,3.52733920361811
"12_521695","12",0.799003,3.41833620996863
"12_996164","12",2.422504,3.28568150144542
"12_1089461","12",2.621505,3.30110290632956
"12_1368028","12",3.072506,3.2421659439367
"12_1266582","12",3.271507,3.37564602823431
"12_1524783","12",3.825008,2.98690301051192
"12_1709224","12",4.325509,2.69890724237598
"12_1818274","12",4.52451,2.86643837967154
"12_2066524","12",5.277011,2.61797822521021
"12_2305412","12",5.476012,2.62358263088686
"12_2439647","12",6.228013,3.20179781539127
"12_2673100","12",6.678014,3.28403919391076
"12_2966354","12",7.531515,3.02679296010933
"12_3036761","12",7.981516,3.04663535595614
"12_3116725","12",8.688017,3.44355959444738
"12_3218920","12",8.888018,3.46512608781541
"c12.loc10","12",10,3.12409053199485
"12_3325270","12",10.052519,3.10910138010195
"12_3478868","12",11.99302,2.1445144416432
"12_3962172","12",12.905021,2.05107623037406
"12_5074355","12",16.357022,2.15355813053361
"12_5164930","12",18.766023,1.6469620336436
"12_5533572","12",18.966024,1.51789446865223
"c12.loc20","12",20,1.26490499607985
"12_5293702","12",20.771025,1.10491554198506
"12_6104436","12",23.391026,0.580349331111393
"12_7053640","12",29.166027,1.11428221655547
"c12.loc30","12",30,1.03583797697797
"12_7220783","12",30.686528,0.92767885660669
"12_7374050","12",30.936529,0.751711480358153
"12_7525515","12",31.89153,0.794347994515647
"12_8048809","12",36.275031,0.180049386544852
"12_8493396","12",36.625532,0.135894761954205
"12_8801535","12",36.926033,0.11969674524039
"12_8944870","12",37.627534,0.128566316892375
"12_9605397","12",39.626535,0.188263068808965
"c12.loc40","12",40,0.209072886013246
"12_13578193","12",42.497036,0.602088719713947
"12_15428839","12",44.632037,0.802297180147207
"12_17156423","12",48.160538,1.03967656001146
"12_18628428","12",48.562039,1.08849745144425
"c12.loc50","12",50,1.08884191047332
"12_18779599","12",50.66404,1.1399173783584
"12_19037725","12",50.864041,1.18822115292846
"12_19467018","12",51.013542,1.42034280866437
"12_19528528","12",51.463543,1.17011749819812
"12_20018956","12",51.513544,1.16774525761889
"12_20361061","12",52.215545,1.18449971049381
"12_20594460","12",53.488046,1.01934451309035
"12_21100305","12",53.588047,1.01655648383053
"12_21952129","12",56.772548,1.12320940802715
"12_21873473","12",56.822049,1.17887969099934
"12_22200448","12",58.70555,1.15496347671001
"c12.loc60","12",60,1.00398242430583
"12_22346427","12",61.547551,0.83619252755534
"12_22586794","12",61.847552,0.786826445754059
"12_23364307","12",62.299553,0.89271910129446
"12_23431894","12",62.299554,0.892719101305829
"12_23504918","12",62.903055,0.987781692708268
"12_23572750","12",62.952556,0.947028844896977
"12_23999415","12",63.556557,1.07586328704133
"12_23834651","12",63.656558,1.07904885380981
"12_23915621","12",63.706059,1.1088420983117
"c12.loc70","12",70,1.08132532318928
"12_22430141","12",70.75906,1.0783625178351
"13_6540716","13",0,0.657696947023624
"13_13501864","13",6.324001,0.732071750237992
"13_6988041","13",8.373002,1.70225146095595
"c13.loc10","13",10,1.63613689635577
"13_3640676","13",10.613003,1.61357023330697
"13_507206","13",10.813004,1.51503812974011
"13_393712","13",10.813005,1.51503809599308
"13_851910","13",11.163506,1.49359765014674
"13_965334","13",11.413507,1.57252237567059
"13_1211616","13",15.454508,1.63121452038354
"13_1298235","13",18.464509,1.62135606857305
"13_1426203","13",18.96701,1.59773275612338
"c13.loc20","13",20,1.68041034625003
"13_1635674","13",21.809011,1.80370569451725
"13_1994792","13",25.058512,1.81040168721916
"13_2110146","13",25.158013,1.97101499611108
"13_2230274","13",26.329514,2.13190932240104
"13_2595348","13",26.933515,2.33773997406297
"13_2530757","13",27.989516,2.38641093640354
"13_2714257","13",28.139517,2.44907486096599
"13_2994658","13",28.239018,2.81856536372629
"c13.loc30","13",30,2.65004124129746
"13_3148270","13",30.021019,2.64809454374677
"13_3257266","13",34.00902,2.52533831186224
"13_3335044","13",35.601021,2.50971544535992
"13_3748786","13",36.304522,2.93317264412076
"13_3813814","13",36.554523,2.61041243358068
"13_4021260","13",36.604024,2.72461012653207
"13_5238141","13",37.965525,2.61143057862023
"13_5493926","13",38.620026,2.50652492029985
"13_5766649","13",39.580027,3.03991025085543
"13_5863106","13",39.679528,3.02726725932598
"c13.loc40","13",40,3.39840435805922
"13_5949531","13",40.231529,3.64201718505797
"13_6119963","13",42.38453,3.65848743536253
"13_6033227","13",42.384531,3.65848704891573
"13_6402644","13",43.976532,3.66520004538052
"13_6660218","13",44.327033,3.02648464363415
"13_6867117","13",44.427034,2.86219357158484
"c13.loc50","13",50,2.709790292756
"13_7054877","13",51.513535,2.67274434223782
"13_7734187","13",52.066536,2.05520637399422
"13_7923799","13",54.467037,2.04966581184181
"13_8083875","13",54.868038,2.02869788142561
"13_8192631","13",54.918039,2.05387014611165
"13_8308812","13",55.57004,2.05382642880841
"13_8898279","13",55.770041,2.1998307415256
"13_8681863","13",55.819542,2.1388602025595
"13_9125164","13",59.829543,2.22103579954751
"c13.loc60","13",60,2.5338267617492
"13_14338425","13",60.130044,2.32570010550216
"13_14382284","13",60.580545,2.28123187364963
"13_15736455","13",62.375546,2.13126933119429
"13_15347566","13",62.825547,2.0771294567478
"13_15056202","13",63.225548,2.07713733324272
"13_16320948","13",63.375049,2.20283162728401
"13_16075743","13",63.92555,2.4303456127966
"13_16250951","13",63.975551,2.45589083918026
"13_16754260","13",64.828052,2.15641592382508
"13_16925901","13",65.531053,1.73306520573237
"13_18789364","13",68.036554,1.56306507902536
"13_18487980","13",68.790055,1.54622625708407
"13_19058179","13",69.189056,1.40837745006547
"c13.loc70","13",70,1.49875319398848
"13_19736524","13",71.754057,1.6791213982483
"13_20576036","13",72.662058,1.31089280248511
"13_22281023","13",73.467559,1.74014269521172
"13_22173380","13",74.01906,1.95730457394734
"13_22226946","13",75.547061,2.11221033171796
"13_22372308","13",75.747062,2.18410484369542
"13_22435936","13",76.147063,1.65198540621805
"13_22851098","13",77.972564,1.87070400015364
"13_24958287","13",78.272065,2.04068681090916
"13_25013004","13",78.723066,2.0795085743307
"13_22768514","13",78.973067,1.98735519636875
"13_27796053","13",79.677068,2.1989091335347
"c13.loc80","13",80,1.88894801702736
"13_28689372","13",80.078569,1.81140206298687
"13_25721137","13",80.12807,1.3691994348037
"13_27714695","13",80.378071,1.53048447884998
"13_28096981","13",80.527572,1.38723706441965
"13_28928847","13",80.677073,1.39779896636014
"13_28855433","13",81.278074,1.39779982148116
"c13.loc90","13",90,1.38195797199842
"13_28631883","13",98.383575,1.37880432674478
"c13.loc100","13",100,1.10440992256144
"13_27978882","13",100.989576,0.94732588784882
"c13.loc110","13",110,0.953576359061117
"13_29070085","13",115.532577,0.914750171647938
"13_27884063","13",116.750078,0.824450962277751
"14_994202","14",0,1.43909199686254
"14_726317","14",3.503001,1.57148573678228
"14_257360","14",6.538002,1.39307340450614
"14_434513","14",6.889003,1.38540843063288
"14_360989","14",7.188504,1.38885107111423
"14_88562","14",7.789005,1.36182634459806
"14_594524","14",7.989006,1.30474346129085
"14_836379","14",9.556507,1.17867512742691
"14_1101250","14",9.756508,1.16168369724596
"c14.loc10","14",10,1.2122688668619
"14_1242694","14",10.056509,1.22394840373408
"14_1309053","14",10.91101,1.21907356344195
"14_1593532","14",11.111011,1.23260898789772
"14_1806350","14",12.327512,1.24270573687772
"14_1509565","14",12.527513,1.59536429573336
"14_2055250","14",12.627014,1.55054552673232
"14_3027635","14",12.977515,1.63272708098634
"14_4228742","14",13.680016,1.5950040942696
"14_3183108","14",13.680017,1.59500406496068
"14_4331688","14",13.780018,1.61024224311427
"14_4805213","14",15.784519,1.28969147950829
"14_4941220","14",16.28702,1.29265455081395
"14_5687927","14",17.656521,1.00140088027206
"14_6365842","14",18.007522,1.00622260032765
"14_6208302","14",18.207023,0.990369304550313
"c14.loc20","14",20,0.945201013686074
"14_6141335","14",20.783024,0.926002190230747
"14_7174167","14",21.184525,0.905699773138394
"14_7510359","14",21.987026,1.2335345805941
"14_6974992","14",22.590027,1.16886173446574
"14_7624685","14",22.789528,1.12297357579246
"14_7715530","14",22.839529,1.07991485120192
"14_7777740","14",23.54503,1.01462232931817
"14_10197424","14",23.946031,1.25735026742063
"14_8308158","14",25.697532,1.16647671180294
"14_8871788","14",27.744033,1.01064903142992
"14_10743715","14",28.496534,0.979707651664057
"14_11677439","14",29.202535,1.02934178987357
"14_12584178","14",29.402536,1.24166221446308
"c14.loc30","14",30,1.20834098310252
"14_10528514","14",33.282537,0.990986951636387
"14_14755965","14",34.454038,0.988490441397971
"14_15714242","14",34.954039,0.988490609659721
"14_14863028","14",35.30454,0.996963340582397
"14_15875843","14",37.439041,0.783595352788097
"14_16000806","14",38.248042,0.733248268145189
"14_10135191","14",39.406543,0.778171499564905
"c14.loc40","14",40,0.442665933204808
"14_19587909","14",40.010544,0.442419940698073
"14_16652730","14",40.361045,0.431227477510674
"14_16253640","14",41.523046,0.433612316474182
"14_17379596","14",42.076547,0.54637450987866
"14_18215931","14",42.879548,0.54819255006646
"14_19103240","14",45.483549,0.849837359932508
"14_19325226","14",46.34405,0.637601116784253
"14_18868775","14",46.644551,0.69311191431575
"14_19429359","14",46.995052,0.657514496094109
"c14.loc50","14",50,0.427661729185957
"14_20102426","14",50.005053,0.427300417851256
"14_20174098","14",54.272554,0.452341866491679
"14_20629301","14",55.030055,0.510131738024484
"14_20859566","14",55.130056,0.477329215483451
"14_21323785","14",55.229557,0.432496343499224
"14_21821143","14",55.279558,0.439000607067328
"14_21885849","14",55.329059,0.655674196624432
"14_22405745","14",56.03556,0.765212796788319
"14_23056941","14",56.893061,0.756083057828391
"14_23135090","14",57.143062,0.658019134995811
"14_23376067","14",57.493563,0.441023681148863
"14_23255429","14",58.755564,0.355774026471636
"14_25365836","14",59.874565,0.25510674198199
"c14.loc60","14",60,0.314158760359305
"14_23452906","14",60.479066,0.534685054510874
"14_23657569","14",64.755067,0.529189398140943
"14_24366988","14",64.954568,0.564267267188598
"14_24462111","14",65.710569,0.537145116829606
"14_24536812","14",66.11157,0.467790191650465
"14_24617329","14",66.361571,0.412559954152584
"c14.loc70","14",70,0.557562845863004
"14_24753252","14",70.293072,0.569008536059755
"14_25156315","14",72.313073,0.786544472931155
"14_25499021","14",72.412574,0.277061491078484
"14_25763085","14",72.712075,0.310381897479829
"14_26071578","14",73.316576,0.288883786680117
"14_26404940","14",74.120077,0.36988336751142
"14_26687062","14",74.621078,0.299761246257503
"14_26877597","14",76.046579,0.330925642197599
"14_27088319","14",76.19608,0.365914911764094
"14_26987507","14",76.546581,0.365923632497925
"14_27199117","14",76.646582,0.418354260515798
"14_27425134","14",77.910083,0.392195738032797
"14_27607541","14",79.129584,0.377816505765622
"c14.loc80","14",80,0.39219856127238
"14_27729833","14",80.145085,0.394209388552326
"14_27926007","14",80.244586,0.354107200853377
"14_28052199","14",80.444587,0.304568467360241
"14_28292032","14",80.494088,0.481929391560698
"14_28521701","14",80.794589,0.472306118277174
"14_28696564","14",81.39509,0.437969668787218
"14_28947831","14",81.845091,0.139385289486881
"14_29138298","14",82.044592,0.0426984493944929
"14_29234849","14",82.094593,0.106124866832261
"14_29335601","14",82.144594,0.0945431415329949
"14_29979493","14",82.393595,0.0665128860891855
"14_29574449","14",83.300096,0.0387949706012023
"14_29774895","14",89.841597,0.12692413456557
"15_5536174","15",0,0.267901756036508
"15_177997","15",6.973501,0.251705900613388
"15_482675","15",7.678002,0.35005553765086
"15_1096801","15",7.728003,0.377697229922433
"15_1547883","15",8.433504,0.494546222469808
"c15.loc10","15",10,0.553899127151908
"15_1928239","15",10.715005,0.585180543728939
"15_2868330","15",10.814506,0.601009517710963
"15_2990680","15",11.064507,0.566220043464227
"15_6458112","15",13.116508,0.56170310798484
"15_6996975","15",13.668009,0.716421794370717
"15_9562659","15",14.72451,1.12727420008832
"15_9660835","15",14.824011,1.18199419399184
"15_9799495","15",14.924012,1.14663354429422
"15_9993215","15",15.173513,1.10161012531898
"15_9863712","15",15.323014,1.02063843678366
"15_10257839","15",15.824515,0.956351366919989
"15_10851058","15",16.783016,1.02627157102302
"15_10990214","15",16.933017,1.12378904963794
"15_11204418","15",17.332518,1.29137864524819
"15_11421844","15",17.432019,1.19713442498823
"15_11503363","15",18.08502,1.21206179041451
"15_11792802","15",18.334521,1.20998443983535
"15_12253375","15",19.086522,1.48638544938171
"c15.loc20","15",20,1.44772043748253
"15_10773666","15",23.680523,1.25562495143595
"c15.loc30","15",30,1.9472476193514
"c15.loc40","15",40,2.2480820577241
"15_13698923","15",40.770024,2.22036327331853
"15_14360708","15",43.892525,2.55644372986012
"15_15160259","15",48.465526,2.54715245148009
"c15.loc50","15",50,2.24499626310035
"15_15294725","15",50.110527,2.21742409821468
"15_16000117","15",52.897028,1.78960826021898
"15_16450847","15",55.907029,1.86530860216817
"15_16551845","15",56.46003,1.81747386065945
"15_16667790","15",56.962531,1.70322631162844
"15_16737213","15",57.062532,1.73690676027149
"15_17076337","15",58.129533,2.01758899846413
"15_17146098","15",58.279534,1.95881234916442
"15_17224145","15",59.444035,1.97241354088032
"15_17313670","15",59.593536,1.87372043840901
"c15.loc60","15",60,1.73488843157361
"15_17991582","15",60.498037,1.51855932814919
"15_18072427","15",60.747538,1.65264216423861
"15_18318476","15",61.702039,1.51103270490898
"15_18408364","15",62.00154,1.32715462086117
"15_18480191","15",62.552041,1.12800690174163
"15_18688959","15",62.851542,0.932610751000539
"15_18821643","15",63.201043,0.951325757164568
"15_19600528","15",63.651044,0.691154006628267
"15_19956945","15",65.181045,0.882459286852509
"15_18931494","15",66.248546,0.85516400803499
"16_16435327","16",0,0.341905628830318
"16_226853","16",1.119001,0.339968257819464
"16_3648","16",1.418502,0.311156981222439
"16_335665","16",1.518503,0.31090325243008
"16_388379","16",2.844004,0.353725263860724
"c16.loc10","16",10,0.180432721639818
"16_596324","16",16.286505,0.068190579250313
"16_911072","16",16.536506,0.0211646088700945
"16_843485","16",16.837007,0.106165842381415
"16_1727633","16",16.887008,0.33156666143509
"16_976496","16",17.237509,0.325371471594508
"16_1067628","16",18.61801,0.325365437294295
"16_1341063","16",18.768011,0.311890274455891
"16_1806434","16",19.169012,0.25315729133149
"16_2212134","16",19.369013,0.151364932107072
"16_2376878","16",19.669514,0.121027625608804
"16_3142469","16",19.719015,0.428896316374903
"c16.loc20","16",20,0.428981995461299
"16_3007610","16",21.667516,0.429464551036745
"16_5309992","16",21.767517,0.426724624853478
"16_4903556","16",22.671018,0.243130437533409
"16_3077015","16",27.438519,0.243099338451202
"16_4758085","16",29.67752,0.243098762239242
"c16.loc30","16",30,0.240678038328952
"16_5362647","16",33.611521,0.215488934117047
"16_5479328","16",36.887522,0.158044980697923
"16_6070066","16",37.036523,0.0146099185164985
"16_6589347","16",38.050524,0.0304126196740526
"16_6693016","16",38.757025,0.0297630278528231
"16_11108000","16",39.257026,0.029384225898184
"c16.loc40","16",40,0.0280210885789529
"16_8807936","16",42.506027,0.0414289374803047
"16_9817859","16",43.573028,0.0414293096132496
"16_12037326","16",43.823029,0.041429205743043
"16_12698705","16",45.04653,0.0492479302577067
"16_12729188","16",47.008531,0.0586207083156296
"16_13647716","16",48.856032,0.0154367996592555
"16_8776259","16",48.856033,0.0154368290848197
