Name,Longitude,Latitude,Solution status,Correction type
row_4_68,-93.63166363870259,44.86790130438901,FIX,RTK
row_4_69,-93.63165138853753,44.86790128856127,FIX,RTK
row_4_70,-93.63164014790611,44.8679012740379,FIX,RTK
row_4_71,-93.63162946830171,44.86790126023939,FIX,RTK
row_4_72,-93.63161927810408,44.86790124707323,FIX,RTK
row_4_73,-93.63160568794348,44.86790122951416,FIX,RTK
row_4_74,-93.63159194896657,44.86790121176281,FIX,RTK
row_4_75,-93.6315829987391,44.86790120019874,FIX,RTK
row_4_76,-93.63157084985981,44.86790118450187,FIX,RTK
row_4_77,-93.63155874974568,44.867901168868,FIX,RTK
row_4_78,-93.63154778903618,44.867901154706296,FIX,RTK
row_4_79,-93.63153573797017,44.86790113913581,FIX,RTK
row_4_80,-93.63152445998826,44.86790112456418,FIX,RTK
row_4_81,-93.63151158085417,44.867901107923785,FIX,RTK
row_4_82,-93.63150145029623,44.86790109483467,FIX,RTK
row_4_83,-93.6314900094597,44.86790108005262,FIX,RTK
row_4_84,-93.63147926936678,44.86790106617596,FIX,RTK
row_4_85,-93.63146529949037,44.867901048126285,FIX,RTK
row_4_86,-93.6314536210468,44.86790103303724,FIX,RTK
row_4_87,-93.63144103201465,44.867901016771675,FIX,RTK
row_4_88,-93.63143131993769,44.867901004223256,FIX,RTK
row_4_89,-93.63142154218231,44.86790099158998,FIX,RTK
row_4_90,-93.63140933944486,44.867900975823524,FIX,RTK
row_4_91,-93.63139726876474,44.867900960227686,FIX,RTK
row_4_92,-93.63138571980629,44.86790094530594,FIX,RTK
row_4_93,-93.63137379992308,44.86790092990494,FIX,RTK
row_4_94,-93.63136216774963,44.867900914875676,FIX,RTK
row_4_95,-93.63135080028246,44.867900900188424,FIX,RTK
row_4_96,-93.63133997011268,44.867900886195386,FIX,RTK
row_4_97,-93.63132746953688,44.86790087004411,FIX,RTK
row_4_98,-93.63131649885312,44.867900855869514,FIX,RTK
row_4_99,-93.63130630870694,44.86790084270341,FIX,RTK
row_4_100,-93.63129377972601,44.86790082651544,FIX,RTK
row_4_101,-93.63128168002345,44.867900810882105,FIX,RTK
row_4_102,-93.63127179044216,44.867900798104344,FIX,RTK
row_4_103,-93.63125959999395,44.867900782353765,FIX,RTK
row_4_104,-93.63124704959837,44.86790076613811,FIX,RTK
row_4_105,-93.63123706027464,44.86790075323148,FIX,RTK
row_4_106,-93.63122533933614,44.867900738087535,FIX,RTK
row_4_107,-93.63121203002343,44.867900720891335,FIX,RTK
row_4_108,-93.63120075756584,44.867900706326836,FIX,RTK
row_4_109,-93.63118917994504,44.86790069136806,FIX,RTK
row_4_110,-93.63117769923724,44.86790067653449,FIX,RTK
row_4_111,-93.63116679834748,44.867900662450076,FIX,RTK
row_4_112,-93.63115460946831,44.86790064670153,FIX,RTK
row_4_113,-93.63114323948038,44.867900632011015,FIX,RTK
row_4_114,-93.63113228936244,44.86790061786299,FIX,RTK
row_4_115,-93.6311192389171,44.86790060100127,FIX,RTK
row_4_116,-93.63110786047253,44.867900586299825,FIX,RTK
row_4_117,-93.63109824952701,44.867900573882075,FIX,RTK
row_4_118,-93.63108585889941,44.86790055787286,FIX,RTK
row_4_119,-93.63107399991627,44.867900542550544,FIX,RTK
row_4_120,-93.63106284967039,44.86790052814395,FIX,RTK
row_4_121,-93.63104980953366,44.86790051129554,FIX,RTK
row_4_122,-93.631041649818,44.86790050075284,FIX,RTK
row_4_123,-93.63102937895852,44.867900484898364,FIX,RTK
row_4_124,-93.63101643062205,44.867900468168564,FIX,RTK
row_4_125,-93.63100685844174,44.86790045580089,FIX,RTK
row_4_126,-93.63099450881717,44.867900439844654,FIX,RTK
row_4_127,-93.63098224957814,44.86790042400519,FIX,RTK
row_4_128,-93.63097141,44.86790041,FIX,RTK
row_5_1,-93.63243459,44.86792654,FIX,RTK
row_5_2,-93.63242733124379,44.867926533198904,FIX,RTK
row_5_3,-93.63241669100124,44.86792652322952,FIX,RTK
row_5_4,-93.63240243063444,44.867926509868255,FIX,RTK
row_5_5,-93.63239190026114,44.867926500001815,FIX,RTK
row_5_6,-93.63238077037386,44.86792648957366,FIX,RTK
row_5_7,-93.63236887867856,44.86792647843173,FIX,RTK
row_5_8,-93.63235759991072,44.86792646786408,FIX,RTK
row_5_9,-93.63234526939134,44.86792645631099,FIX,RTK
row_5_10,-93.63233447965267,44.86792644620154,FIX,RTK
row_5_11,-93.63232329942973,44.86792643572622,FIX,RTK
row_5_12,-93.63231119945088,44.86792642438913,FIX,RTK
row_5_13,-93.63230068870446,44.86792641454108,FIX,RTK
row_5_14,-93.63228881900501,44.86792640341976,FIX,RTK
row_5_15,-93.63227570902792,44.86792639113636,FIX,RTK
row_5_16,-93.63226503919579,44.86792638113925,FIX,RTK
row_5_17,-93.63225346906678,44.867926370298605,FIX,RTK
row_5_18,-93.63224140985265,44.86792635899972,FIX,RTK
row_5_19,-93.6322300792942,44.86792634838354,FIX,RTK
row_5_20,-93.632219099388,44.86792633809591,FIX,RTK
row_5_21,-93.63220760979979,44.867926327330736,FIX,RTK
row_5_22,-93.63219568926104,44.86792631616178,FIX,RTK
row_5_23,-93.63218304961887,44.867926304319056,FIX,RTK
row_5_24,-93.63217355926241,44.867926295427054,FIX,RTK
row_5_25,-93.63216142948879,44.86792628406206,FIX,RTK
row_5_26,-93.63215031047818,44.867926273644095,FIX,RTK
row_5_27,-93.6321374801835,44.867926261622735,FIX,RTK
row_5_28,-93.63212686025803,44.867926251672394,FIX,RTK
row_5_29,-93.63211458929086,44.8679262401751,FIX,RTK
row_5_30,-93.6321023888272,44.86792622874386,FIX,RTK
row_5_31,-93.6320905091091,44.86792621761315,FIX,RTK
row_5_32,-93.6320799300416,44.86792620770109,FIX,RTK
row_5_33,-93.63206880000509,44.867926197272794,FIX,RTK
row_5_34,-93.63205715944719,44.86792618636616,FIX,RTK
row_5_35,-93.63204508028903,44.86792617504859,FIX,RTK
row_5_36,-93.63203516030637,44.86792616575405,FIX,RTK
row_5_37,-93.63202151958409,44.86792615297337,FIX,RTK
row_5_38,-93.63201055969651,44.86792614270449,FIX,RTK
row_5_39,-93.63199916973507,44.86792613203266,FIX,RTK
row_5_40,-93.63198683020431,44.867926120471125,FIX,RTK
row_5_41,-93.63197600022323,44.86792611032397,FIX,RTK
row_5_42,-93.6319649389555,44.86792609996011,FIX,RTK
row_5_43,-93.63195215020896,44.86792608797768,FIX,RTK
row_5_44,-93.63193969927941,44.867926076311775,FIX,RTK
row_5_45,-93.63192945983823,44.86792606671792,FIX,RTK
row_5_46,-93.63191731924391,44.867926055342785,FIX,RTK
row_5_47,-93.6319052801976,44.86792604406279,FIX,RTK
row_5_48,-93.63189453948891,44.867926033999275,FIX,RTK
row_5_49,-93.63188288990098,44.86792602308419,FIX,RTK
row_5_50,-93.63187163031238,44.867926012534504,FIX,RTK
row_5_51,-93.63185988992252,44.867926001534336,FIX,RTK
row_5_52,-93.63184865938257,44.86792599101187,FIX,RTK
row_5_53,-93.63183583041224,44.867925978991764,FIX,RTK
row_5_54,-93.63182533934871,44.86792596916215,FIX,RTK
row_5_55,-93.63181376024563,44.8679259583131,FIX,RTK
row_5_56,-93.63180235979922,44.86792594763145,FIX,RTK
row_5_57,-93.63179051989454,44.867925936538036,FIX,RTK
row_5_58,-93.6317798503049,44.86792592654116,FIX,RTK
row_5_59,-93.63176907021183,44.86792591644074,FIX,RTK
row_5_60,-93.63175588974987,44.8679259040913,FIX,RTK
row_5_61,-93.63174430924784,44.86792589324094,FIX,RTK
row_5_62,-93.63173229990302,44.867925881988775,FIX,RTK
row_5_63,-93.63172050968113,44.86792587094192,FIX,RTK
row_5_64,-93.63171002913987,44.86792586112217,FIX,RTK
row_5_65,-93.63169687987167,44.86792584880195,FIX,RTK
row_5_66,-93.63168861955035,44.86792584106244,FIX,RTK
row_5_67,-93.63167551944267,44.86792582878828,FIX,RTK
row_5_68,-93.63166183967176,44.867925815971006,FIX,RTK
row_5_69,-93.63165202918528,44.86792580677906,FIX,RTK
row_5_70,-93.63164100948433,44.86792579645415,FIX,RTK
row_5_71,-93.63162941043726,44.867925785586415,FIX,RTK
row_5_72,-93.63161911013816,44.86792577593554,FIX,RTK
row_5_73,-93.63160599995588,44.86792576365195,FIX,RTK
row_5_74,-93.63159495038555,44.86792575329904,FIX,RTK
row_5_75,-93.63158220964306,44.867925741361596,FIX,RTK
row_5_76,-93.63157094990521,44.86792573081178,FIX,RTK
row_5_77,-93.63155988973803,44.867925720448945,FIX,RTK
row_5_78,-93.63154893964524,44.86792571018925,FIX,RTK
row_5_79,-93.63153664918174,44.86792569867369,FIX,RTK
row_5_80,-93.63152492920223,44.86792568769264,FIX,RTK
row_5_81,-93.6315133599499,44.86792567685282,FIX,RTK
row_5_82,-93.63150072017719,44.86792566500998,FIX,RTK
row_5_83,-93.63149121941036,44.86792565610823,FIX,RTK
row_5_84,-93.63148010032515,44.86792564569019,FIX,RTK
row_5_85,-93.631468568909,44.86792563488582,FIX,RTK
row_5_86,-93.63145587950943,44.86792562299648,FIX,RTK
row_5_87,-93.63144519995711,44.86792561299027,FIX,RTK
row_5_88,-93.63143322895212,44.867925601774026,FIX,RTK
row_5_89,-93.6314333990824,44.86792560193343,FIX,RTK
row_5_90,-93.63142165968115,44.86792559093419,FIX,RTK
row_5_91,-93.63140980046666,44.86792557982269,FIX,RTK
row_5_92,-93.63139901944093,44.8679255697214,FIX,RTK
row_5_93,-93.63138618022815,44.86792555769169,FIX,RTK
row_5_94,-93.63137585996638,44.867925548022114,FIX,RTK
row_5_95,-93.63136291870194,44.86792553589679,FIX,RTK
row_5_96,-93.63135220907508,44.86792552586239,FIX,RTK
row_5_97,-93.6313412305119,44.86792551557602,FIX,RTK
row_5_98,-93.63132921993598,44.8679255043227,FIX,RTK
row_5_99,-93.6313186398612,44.86792549440969,FIX,RTK
row_5_100,-93.63130637947226,44.86792548292231,FIX,RTK
row_5_101,-93.63129270985056,44.86792547011455,FIX,RTK
row_5_102,-93.63128153968356,44.86792545964865,FIX,RTK
row_5_103,-93.63127140975722,44.867925450157415,FIX,RTK
row_5_104,-93.63126012960906,44.86792543958847,FIX,RTK
row_5_105,-93.63124738989247,44.86792542765198,FIX,RTK
row_5_106,-93.63123554903646,44.86792541655768,FIX,RTK
row_5_107,-93.63122468959638,44.86792540638292,FIX,RTK
row_5_108,-93.63121331961625,44.86792539572981,FIX,RTK
row_5_109,-93.63120224920658,44.86792538535738,FIX,RTK
row_5_110,-93.63119025030943,44.86792537411501,FIX,RTK
row_5_111,-93.63117873924766,44.86792536332971,FIX,RTK
row_5_112,-93.63116611992258,44.867925351506024,FIX,RTK
row_5_113,-93.63115562975437,44.86792534167725,FIX,RTK
row_5_114,-93.63114399055814,44.8679253307719,FIX,RTK
row_5_115,-93.6311323499816,44.86792531986525,FIX,RTK
row_5_116,-93.6311197801901,44.867925308087976,FIX,RTK
row_5_117,-93.63110914013409,44.86792529811877,FIX,RTK
row_5_118,-93.63109671961485,44.86792528648135,FIX,RTK
row_5_119,-93.63108435982298,44.86792527490084,FIX,RTK
row_5_120,-93.63107377045704,44.86792526497912,FIX,RTK
row_5_121,-93.63106326939351,44.86792525514014,FIX,RTK
row_5_122,-93.63105194027136,44.86792524452532,FIX,RTK
row_5_123,-93.63103900018206,44.86792523240109,FIX,RTK
row_5_124,-93.63102886088994,44.86792522290107,FIX,RTK
row_5_125,-93.6310169101647,44.867925211703835,FIX,RTK
row_5_126,-93.63100506012945,44.86792520060093,FIX,RTK
row_5_127,-93.63099408068958,44.867925190313734,FIX,RTK
row_5_128,-93.63098376067032,44.867925180644384,FIX,RTK
row_5_129,-93.6309724,44.86792517,FIX,RTK
row_6_1,-93.63243743,44.86795105,FIX,RTK
row_6_2,-93.6324265101525,44.86795104150763,FIX,RTK
row_6_3,-93.63241571977842,44.86795103311595,FIX,RTK
row_6_4,-93.63240353013371,44.86795102363606,FIX,RTK
row_6_5,-93.6323921004881,44.86795101474722,FIX,RTK
row_6_6,-93.63237980965135,44.86795100518863,FIX,RTK
row_6_7,-93.63236919947833,44.8679509969371,FIX,RTK
row_6_8,-93.63235857907308,44.8679509886776,FIX,RTK
row_6_9,-93.63234477004964,44.867950977938314,FIX,RTK
row_6_10,-93.6323329986549,44.867950968783695,FIX,RTK
row_6_11,-93.63232237956568,44.86795096052523,FIX,RTK
row_6_12,-93.63230981987498,44.867950950757546,FIX,RTK
row_6_13,-93.63229804942466,44.86795094160367,FIX,RTK
row_6_14,-93.63228803982378,44.867950933819195,FIX,RTK
row_6_15,-93.6322758287547,44.86795092432264,FIX,RTK
row_6_16,-93.6322638699303,44.867950915022256,FIX,RTK
row_6_17,-93.63225216952635,44.86795090592285,FIX,RTK
row_6_18,-93.6322413503135,44.86795089750874,FIX,RTK
row_6_19,-93.63223012933612,44.86795088878218,FIX,RTK
row_6_20,-93.6322198795807,44.86795088081094,FIX,RTK
row_6_21,-93.63220683934868,44.867950870669546,FIX,RTK
row_6_22,-93.63219436998301,44.867950860972115,FIX,RTK
row_6_23,-93.63218435008798,44.867950853179636,FIX,RTK
row_6_24,-93.63217210014918,44.86795084365286,FIX,RTK
row_6_25,-93.6321603796059,44.86795083453778,FIX,RTK
row_6_26,-93.63214830943465,44.86795082515081,FIX,RTK
row_6_27,-93.63213699988178,44.86795081635536,FIX,RTK
row_6_28,-93.63212703990926,44.867950808609486,FIX,RTK
row_6_29,-93.63211487973811,44.86795079915252,FIX,RTK
row_6_30,-93.63210376967407,44.86795079051221,FIX,RTK
row_6_31,-93.63209235967233,44.86795078163865,FIX,RTK
row_6_32,-93.63208061943874,44.867950772508266,FIX,RTK
row_6_33,-93.6320688694374,44.86795076337028,FIX,RTK
row_6_34,-93.63205735850683,44.867950754418224,FIX,RTK
row_6_35,-93.63204454929638,44.86795074445649,FIX,RTK
row_6_36,-93.63203127903368,44.86795073413621,FIX,RTK
row_6_37,-93.63201857022565,44.86795072425256,FIX,RTK
row_6_38,-93.6320093893387,44.86795071711258,FIX,RTK
row_6_39,-93.63199733966287,44.86795070774154,FIX,RTK
row_6_40,-93.63198900871298,44.86795070126256,FIX,RTK
row_6_41,-93.63197389973756,44.867950689512305,FIX,RTK
row_6_42,-93.63196393928507,44.867950681766054,FIX,RTK
row_6_43,-93.63195305966975,44.867950673304975,FIX,RTK
row_6_44,-93.63194190926514,44.8679506646333,FIX,RTK
row_6_45,-93.63193053999103,44.867950655791404,FIX,RTK
row_6_46,-93.63191757005309,44.86795064570468,FIX,RTK
row_6_47,-93.63190557910761,44.86795063637932,FIX,RTK
row_6_48,-93.6318947198329,44.86795062793405,FIX,RTK
row_6_49,-93.6318802494013,44.86795061668039,FIX,RTK
row_6_50,-93.63187012901095,44.86795060880976,FIX,RTK
row_6_51,-93.63185811831322,44.86795059946903,FIX,RTK
row_6_52,-93.63184718875989,44.867950590969116,FIX,RTK
row_6_53,-93.63183779853895,44.867950583666335,FIX,RTK
row_6_54,-93.63182451917424,44.867950573338966,FIX,RTK
row_6_55,-93.63181402945008,44.867950565181104,FIX,RTK
row_6_56,-93.63180270916955,44.867950556377316,FIX,RTK
row_6_57,-93.63179207927524,44.86795054811044,FIX,RTK
row_6_58,-93.63177970921272,44.86795053849024,FIX,RTK
row_6_59,-93.63176740874756,44.86795052892416,FIX,RTK
row_6_60,-93.63175621905522,44.86795052022193,FIX,RTK
row_6_61,-93.63174501882098,44.86795051151151,FIX,RTK
row_6_62,-93.63173455894194,44.86795050337685,FIX,RTK
row_6_63,-93.6317205490672,44.86795049248137,FIX,RTK
row_6_64,-93.63170840872571,44.86795048303982,FIX,RTK
row_6_65,-93.63169638829119,44.86795047369152,FIX,RTK
row_6_66,-93.63168601879913,44.86795046562716,FIX,RTK
row_6_67,-93.63167488930797,44.867950456971755,FIX,RTK
row_6_68,-93.63166339907407,44.86795044803579,FIX,RTK
row_6_69,-93.63165167896433,44.867950438921056,FIX,RTK
row_6_70,-93.63163914843753,44.86795042917606,FIX,RTK
row_6_71,-93.63163049827763,44.86795042244883,FIX,RTK
row_6_72,-93.63161782897413,44.8679504125959,FIX,RTK
row_6_73,-93.63160630965375,44.86795040363732,FIX,RTK
row_6_74,-93.63159320931342,44.867950393449185,FIX,RTK
row_6_75,-93.63158369968097,44.867950386053536,FIX,RTK
row_6_76,-93.63157104964976,44.8679503762156,FIX,RTK
row_6_77,-93.63155916952472,44.86795036697642,FIX,RTK
row_6_78,-93.63154827997135,44.86795035850761,FIX,RTK
row_6_79,-93.63153639984631,44.86795034926843,FIX,RTK
row_6_80,-93.63152336001684,44.867950339127354,FIX,RTK
row_6_81,-93.63151333029212,44.86795033132723,FIX,RTK
row_6_82,-93.63150310943739,44.867950323378466,FIX,RTK
row_6_83,-93.63149006979371,44.86795031323753,FIX,RTK
row_6_84,-93.63147836938977,44.86795030413812,FIX,RTK
row_6_85,-93.63146620793356,44.86795029468015,FIX,RTK
row_6_86,-93.63145522005244,44.86795028613487,FIX,RTK
row_6_87,-93.63144415978707,44.867950277533296,FIX,RTK
row_6_88,-93.63143200950752,44.867950268084016,FIX,RTK
row_6_89,-93.6314208493971,44.86795025940479,FIX,RTK
row_6_90,-93.63140880972125,44.86795025004153,FIX,RTK
row_6_91,-93.63139775021453,44.86795024144055,FIX,RTK
row_6_92,-93.63138679840077,44.86795023292332,FIX,RTK
row_6_93,-93.63137630901721,44.86795022476572,FIX,RTK
row_6_94,-93.63136269863105,44.867950214180915,FIX,RTK
row_6_95,-93.63135343898281,44.867950206979685,FIX,RTK
row_6_96,-93.63134038986557,44.86795019683138,FIX,RTK
row_6_97,-93.63132815892035,44.867950187319366,FIX,RTK
row_6_98,-93.63131933872971,44.8679501804599,FIX,RTK
row_6_99,-93.6313051391029,44.867950169416844,FIX,RTK
row_6_100,-93.63129410920908,44.867950160838895,FIX,RTK
row_6_101,-93.63128102950353,44.8679501506668,FIX,RTK
row_6_102,-93.63127070813799,44.86795014263987,FIX,RTK
row_6_103,-93.63125984856912,44.86795013419438,FIX,RTK
row_6_104,-93.63123667896859,44.867950116175365,FIX,RTK
row_6_105,-93.6312252988739,44.867950107325065,FIX,RTK
row_6_106,-93.63121377902712,44.86795009836607,FIX,RTK
row_6_107,-93.6312014189491,44.86795008875364,FIX,RTK
row_6_108,-93.63119046866814,44.8679500802376,FIX,RTK
row_6_109,-93.63117879877507,44.867950071161914,FIX,RTK
row_6_110,-93.6311684487411,44.86795006311269,FIX,RTK
row_6_111,-93.63115781842875,44.86795005484549,FIX,RTK
row_6_112,-93.63114346853892,44.867950043685575,FIX,RTK
row_6_113,-93.63113268923314,44.8679500353025,FIX,RTK
row_6_114,-93.63112007924833,44.86795002549571,FIX,RTK
row_6_115,-93.63110897842562,44.86795001686259,FIX,RTK
row_6_116,-93.6310972383159,44.867950007732304,FIX,RTK
row_6_117,-93.63108675837498,44.86794999958205,FIX,RTK
row_6_118,-93.6310748585596,44.86794999032756,FIX,RTK
row_6_119,-93.6310623691475,44.86794998061454,FIX,RTK
row_6_120,-93.63105171950095,44.867949972332305,FIX,RTK
row_6_121,-93.63103938933,44.867949962743126,FIX,RTK
row_6_122,-93.63102664922147,44.86794995283513,FIX,RTK
row_6_123,-93.63101576906428,44.867949944373635,FIX,RTK
row_6_124,-93.63100647929221,44.86794993714897,FIX,RTK
row_6_125,-93.63099328958678,44.867949926891335,FIX,RTK
row_6_126,-93.63098276956849,44.86794991870991,FIX,RTK
row_6_127,-93.63097157,44.86794991,FIX,RTK
row_7_1,-93.63243591,44.86797582,FIX,RTK
row_7_2,-93.632426620529,44.86797581048833,FIX,RTK
row_7_3,-93.63241485047203,44.86797579843675,FIX,RTK
row_7_4,-93.63240192051941,44.86797578519753,FIX,RTK
row_7_5,-93.63239060915687,44.86797577361562,FIX,RTK
row_7_6,-93.632379308732,44.8679757620449,FIX,RTK
row_7_7,-93.63236732987814,44.867975749779525,FIX,RTK
row_7_8,-93.63235685763733,44.8679757390568,FIX,RTK
row_7_9,-93.63234310815524,44.86797572497845,FIX,RTK
row_7_10,-93.6323342583164,44.867975715916934,FIX,RTK
row_7_11,-93.63232367815503,44.86797570508371,FIX,RTK
row_7_12,-93.63230858828845,44.867975689632914,FIX,RTK
row_7_13,-93.6322976679851,44.86797567845141,FIX,RTK
row_7_14,-93.63228640910937,44.867975666923236,FIX,RTK
row_7_15,-93.63227585898868,44.86797565612077,FIX,RTK
row_7_16,-93.63226444831943,44.86797564443717,FIX,RTK
row_7_17,-93.63225308852661,44.86797563280567,FIX,RTK
row_7_18,-93.63224151879535,44.8679756209592,FIX,RTK
row_7_19,-93.63223148875514,44.86797561068926,FIX,RTK
row_7_20,-93.63221880884277,44.86797559770606,FIX,RTK
row_7_21,-93.63220779911036,44.86797558643298,FIX,RTK
row_7_22,-93.6321949387499,44.86797557326502,FIX,RTK
row_7_23,-93.63218234930616,44.867975560374454,FIX,RTK
row_7_24,-93.63217185881845,44.867975549633044,FIX,RTK
row_7_25,-93.63215929835543,44.86797553677215,FIX,RTK
row_7_26,-93.63214906829525,44.8679755262974,FIX,RTK
row_7_27,-93.6321371789316,44.86797551412366,FIX,RTK
row_7_28,-93.6321263089339,44.867975502993666,FIX,RTK
row_7_29,-93.6321146192233,44.86797549102435,FIX,RTK
row_7_30,-93.63210168931144,44.86797547778517,FIX,RTK
row_7_31,-93.6320910591094,44.86797546690071,FIX,RTK
row_7_32,-93.63207962919442,44.8679754551974,FIX,RTK
row_7_33,-93.63206828911616,44.86797544358608,FIX,RTK
row_7_34,-93.63205669020036,44.86797543170974,FIX,RTK
row_7_35,-93.63204507871615,44.867975419820525,FIX,RTK
row_7_36,-93.63203339998397,44.86797540786245,FIX,RTK
row_7_37,-93.63202083774752,44.86797539499974,FIX,RTK
row_7_38,-93.63200977962559,44.86797538367712,FIX,RTK
row_7_39,-93.6319975583465,44.867975371163524,FIX,RTK
row_7_40,-93.63198807738783,44.86797536145579,FIX,RTK
row_7_41,-93.63197468833307,44.86797534774649,FIX,RTK
row_7_42,-93.63196463664177,44.867975337454375,FIX,RTK
row_7_43,-93.63195322898939,44.86797532577387,FIX,RTK
row_7_44,-93.6319417481572,44.86797531401843,FIX,RTK
row_7_45,-93.63192785861428,44.86797529979666,FIX,RTK
row_7_46,-93.631917488799,44.867975289178816,FIX,RTK
row_7_47,-93.63190522953803,44.86797527662633,FIX,RTK
row_7_48,-93.63189537888591,44.867975266540064,FIX,RTK
row_7_49,-93.63188502849982,44.867975255942106,FIX,RTK
row_7_50,-93.63187028973326,44.86797524085081,FIX,RTK
row_7_51,-93.63185747925039,44.867975227733915,FIX,RTK
row_7_52,-93.63184824880082,44.86797521828269,FIX,RTK
row_7_53,-93.63183622909091,44.867975205975476,FIX,RTK
row_7_54,-93.63182532901173,44.86797519481468,FIX,RTK
row_7_55,-93.63181391901516,44.867975183131776,FIX,RTK
row_7_56,-93.63180217857082,44.867975171110515,FIX,RTK
row_7_57,-93.63178922715056,44.86797515784931,FIX,RTK
row_7_58,-93.63177725925476,44.86797514559516,FIX,RTK
row_7_59,-93.6317668289096,44.86797513491533,FIX,RTK
row_7_60,-93.63175592976812,44.8679751237555,FIX,RTK
row_7_61,-93.63174551950446,44.86797511309623,FIX,RTK
row_7_62,-93.63173277889913,44.867975100050884,FIX,RTK
row_7_63,-93.63171918964095,44.86797508613659,FIX,RTK
row_7_64,-93.63171024847732,44.867975076981566,FIX,RTK
row_7_65,-93.63169499952836,44.86797506136788,FIX,RTK
row_7_66,-93.63168579907872,44.86797505194737,FIX,RTK
row_7_67,-93.63167494989638,44.86797504083869,FIX,RTK
row_7_68,-93.63166213941349,44.8679750277218,FIX,RTK
row_7_69,-93.63165015053927,44.86797501544616,FIX,RTK
row_7_70,-93.63164094982464,44.867975006025375,FIX,RTK
row_7_71,-93.63162930066433,44.86797499409759,FIX,RTK
row_7_72,-93.63161859021785,44.867974983130956,FIX,RTK
row_7_73,-93.63160588146744,44.867974970118226,FIX,RTK
row_7_74,-93.63159343094304,44.8679749573699,FIX,RTK
row_7_75,-93.63158186104873,44.86797494552327,FIX,RTK
row_7_76,-93.63157026168447,44.867974933646465,FIX,RTK
row_7_77,-93.63155975078911,44.867974922884166,FIX,RTK
row_7_78,-93.6315487513013,44.86797491162158,FIX,RTK
row_7_79,-93.63153726144759,44.867974899856904,FIX,RTK
row_7_80,-93.6315254013908,44.867974887713174,FIX,RTK
row_7_81,-93.6315140615164,44.86797487610206,FIX,RTK
row_7_82,-93.63150206201028,44.86797486381554,FIX,RTK
row_7_83,-93.63148847146788,44.86797484989993,FIX,RTK
row_7_84,-93.63147800208088,44.86797483918013,FIX,RTK
row_7_85,-93.63146663141156,44.86797482753749,FIX,RTK
row_7_86,-93.63145478202742,44.86797481540468,FIX,RTK
row_7_87,-93.63144301119584,44.867974803352304,FIX,RTK
row_7_88,-93.63143173046517,44.86797479180176,FIX,RTK
row_7_89,-93.63142102128252,44.86797478083642,FIX,RTK
row_7_90,-93.63140960185673,44.867974769143856,FIX,RTK
row_7_91,-93.631397460924,44.86797475671253,FIX,RTK
row_7_92,-93.63138723186265,44.8679747462388,FIX,RTK
row_7_93,-93.63137349211556,44.86797473217042,FIX,RTK
row_7_94,-93.63136310177032,44.867974721531546,FIX,RTK
row_7_95,-93.63135190163062,44.867974710063514,FIX,RTK
row_7_96,-93.63134122161215,44.86797469912804,FIX,RTK
row_7_97,-93.63132883218839,44.86797468644228,FIX,RTK
row_7_98,-93.631316632275,44.86797467395056,FIX,RTK
row_7_99,-93.63130467205536,44.86797466170427,FIX,RTK
row_7_100,-93.63129308183494,44.867974649836825,FIX,RTK
row_7_101,-93.63128123124814,44.86797463770279,FIX,RTK
row_7_102,-93.63127050127054,44.86797462671616,FIX,RTK
row_7_103,-93.6312602114143,44.867974616180184,FIX,RTK
row_7_104,-93.63124806099123,44.867974603739135,FIX,RTK
row_7_105,-93.63123699203355,44.867974592405425,FIX,RTK
row_7_106,-93.63122446136663,44.86797457957504,FIX,RTK
row_7_107,-93.63121329108418,44.867974568137576,FIX,RTK
row_7_108,-93.63120205135225,44.86797455662901,FIX,RTK
row_7_109,-93.6311913307427,44.867974545651975,FIX,RTK
row_7_110,-93.631179611766,44.86797453365269,FIX,RTK
row_7_111,-93.63116799099525,44.86797452175397,FIX,RTK
row_7_112,-93.63115490183796,44.867974508351736,FIX,RTK
row_7_113,-93.63114427173784,44.86797449746738,FIX,RTK
row_7_114,-93.63113205166142,44.86797448495501,FIX,RTK
row_7_115,-93.63112293090586,44.8679744756161,FIX,RTK
row_7_116,-93.63111063113536,44.867974463022136,FIX,RTK
row_7_117,-93.63109888095605,44.86797445099091,FIX,RTK
row_7_118,-93.63108784144794,44.867974439687345,FIX,RTK
row_7_119,-93.63107599086113,44.86797442755331,FIX,RTK
row_7_120,-93.6310628005829,44.86797441404754,FIX,RTK
row_7_121,-93.63104917120249,44.86797440009216,FIX,RTK
row_7_122,-93.6310384606337,44.86797438912541,FIX,RTK
row_7_123,-93.63102843063425,44.8679743788555,FIX,RTK
row_7_124,-93.63101586121087,44.86797436598543,FIX,RTK
row_7_125,-93.63100640029293,44.86797435629822,FIX,RTK
row_7_126,-93.63099432064429,44.867974343929646,FIX,RTK
row_7_127,-93.63098216793814,44.86797433148626,FIX,RTK
row_7_128,-93.63097095,44.86797432,FIX,RTK
row_8_1,-93.6316406,44.86800139,FIX,RTK
row_8_2,-93.6316283869768,44.868001348663164,FIX,RTK
row_8_3,-93.63161777088494,44.86800131273139,FIX,RTK
row_8_4,-93.63160575547147,44.86800127206339,FIX,RTK
row_8_5,-93.63159325400464,44.86800122975028,FIX,RTK
row_8_6,-93.6315824763393,44.868001193271624,FIX,RTK
row_8_7,-93.63157055600472,44.86800115292544,FIX,RTK
